種類,公司類型,招聘職位,薪金,公司名稱,學歷,經驗/技能,職責
管理人員,五金貿易,GENERAL MANAGER,"$50,000-$55,000/按月",MAXXBUILD INDUSTRIES LIMITED,"高中教育,Post Secondary Education is recommended,英語良好",13年相關工作經驗;職業技能:Prior position of Operation manager or General Manager preferred. Knowledgeable in TOC foundations,"Oversight and day-to-day operations for the Asia region including but not limited to Manufacturing and production, sales, accounts management, R and D, Human resources, and other administrative duties"
管理人員,建築,環保項目經理,"$50,000/按月",振耀建築有限公司,"高等教育,公共衛生設施管理, 環境工程,廣東話良好;普通話一般;英語一般","10年相關工作經驗;職業技能:基本工程用電腦軟件, Microsoft Office, AutoCAD , Project 等等;專業資格:需具備污水處理設施營運經驗; 熟悉現有各種污水處理及固體廢物處理工藝",負責環保項目統籌及管理，特別是污水處理; 項目總體規劃及進度協調，質量監督及技術指導等; 公司綜合環保環保項目拓展，如固體廢物處理，有機廢物處理等。
管理人員,輕軌服務,顧問 (培訓範疇),"$50,000-$120,000/按月",澳門輕軌股份有限公司,"高等教育,廣東話良好;普通話良好;英語良好",20年相關工作經驗,協助落實有關澳門輕軌營運的培訓工作、制訂整體培訓計劃及發展策略以及協助新線的營運培訓的籌備工作。
管理人員,酒店,營利管理總監,"$50,000-$80,000/按月",澳門喜來登大酒店,"高等教育,略懂廣東話;略懂普通話;英語良好",10年相關工作經驗;專業資格:擅長數據分析及對酒店的盈利效益管理有豐富的知識,為酒店制定預算方案及盈利預測； 控制酒店成本以優化利潤，使盈利得以健康增長； 定時分析不同的顧客市場所帶來的營利效益並適時調整銷售分配； 準確評估營商環境及競爭對手的政策，從而高效制定最有利酒店營利的行銷組合策略 ，帶領團隊達至酒店每年定下的營利目標； 能宏觀及有效地監控酒店的服務及產品定價、酒店入住率及管理庫存量以為酒店賺取最大的利潤； 與酒店各部門保持緊密的溝通和聯繫； 提升本地員工的專業知識及技能並進行相關培訓； 需執行其他同類職務及協調其他工作人員。
管理人員,酒店,房務總監,"$50,000-$80,000/按月",澳門喜來登大酒店,"高等教育,酒店管理,廣東話良好;普通話良好;英語良好","6年相關工作經驗;職業技能:具有OPEX，Projects，SPG和GEI知識優先;專業資格:能高效統籌房務及前堂的運作,卓越的客戶服務技巧,優秀的領導及管理能力,能策劃課程以培育和發展部門人才",管理及確保房務部包括：前堂、禮賓、房口、康體中心、水療中心、客戶傳訊中心、專職管家、客房預訂等部門的日常運作暢順； 監督控管房務部的服務品質均符合萬豪國際集團之標準，透過分析客人對服務的意見回饋，持續優化改革方案以提升服務質素及客戶服務滿意度； 根據酒店整體發展戰略，制定及執行房務部的發展戰略及營運開支預算； 統籌及監督各持續提升客人入住體驗的項目； 負責房務部的人員招聘、工作時間表編排及人員工作評估，以確保部門運作順利； 監督及籌組房務部人員所需的專業培訓課程及人才培育計劃； 需執行其他同類職務及協調其他工作人員。
管理人員,電梯公司,總經理,"$50,000-$60,000/按月",日立電梯工程(香港)有限公司,"高等教育,廣東話良好;普通話良好;英語良好",30年相關工作經驗;專業資格:對電梯公司的一切營運及管理具有豐富經驗,管理及指揮澳門分公司的電梯工程合約的執行，產品的安排、計劃及工程的進度。
管理人員,保安及清潔服務,總經理,"$50,000-$70,000/按月",瑞鼎廢物處理有限公司,"高等教育,碩士畢業,廣東話一般;普通話良好;英語良好",10年相關工作經驗;專業資格:熟悉機械專業知識及垃圾焚化發電廠之運作，具備卓越領導、營運及溝通能力。,負責垃圾焚化發電廠運營管理，擬定及執行年度的運營計劃。
管理人員,工程公司,燈光工程項目總監,"$50,000/按月",創新彩亞洲（澳門）照明有限公司,"高等教育(建築、室內設計或燈光專業本科以上學歷),英語良好",5年相關工作經驗;專業資格:懂得燈光控制系統及燈光知識，熟悉2D AUTO CAD電腦軟件,"主要負責工程設計的方案規劃, 熟悉圖紙編制施工組織設計, 全面協調施工深化設計, 預算, 洽談變更, 施工管理等相關工作, 負責項目現場的施工管理, 具體負責管理工程項目的安全, 質量, 工程進度, 成本控制, 工程信"
管理人員,酒店,餐飲部總監,"$50,000/按月",澳門雅辰酒店,"高等教育,大專程度或以上,廣東話一般;普通話良好;英語良好",5年相關工作經驗;專業資格:曾任職五星級酒店餐飲及宴會部門,負責執行酒店內各餐飲場所既定的經營策略和方針，餐飲部營運管理，定期審視分析餐飲市場，指導及監督部門轄下員工遵循服務指標。
管理人員,咖啡生豆烘焙、包裝、磨粉、灌裝；咖啡生豆、咖啡成品進出口貿易,公司副總,"$50,000/按月,另有佣金",澳門咖啡工廠,"高等教育,或以上,廣東話良好;普通話良好;英語一般",5年相關工作經驗,主管公司經營
管理人員,零售,DIRECTOR DE REGIONAL,"$50,000-$70,000/按月",INTERBLOCK ASIA PACIFIC PTY LTD MACAU BRANCH,"高等教育,UNIVERSITY,普通話良好;英語良好","19年相關工作經驗;專業資格:sales, managing the training and learning process with all casinos in Macau on multi-terminal gaming machines, development & promotion in Research","Selling of software & hardware of gaming equipment used in casinos, demonstrate a high of product knowledge in the hands on customer environment and give technical support to Macau casinos."
管理人員,保險,業務發展副總監,"$49,500-$49,500/按月",FWD LIFE INSURANCE COMPANY (MACAU) LIMITED,"高等教育,廣東話良好;普通話良好;英語良好",10年相關工作經驗;專業資格:具較強的溝通及人際交往能力、團隊培訓及領導能力；具有保險及財務規劃方面的知識,制定並促進中介培訓及指導計劃；領導中介經理進行招聘活動以實現公司目標；為中介提供培訓及研討會；定期為中介提供輔導
管理人員,酒店,財務總監,"$48,000-$52,000/按月",維景酒店,"高等教育,財務金融學系,廣東話良好;普通話一般;英語良好",10年相關工作經驗,管理人員編制月度財務報表及財務分析，協助總經理控制所有預算。管理範圍包括：應收帳、餐飲成本控制、信貸、收入審核、採購及倉儲、電腦部
管理人員,通訊公司,移動網絡營運總監,"$48,000-$58,000/按月",中興通訊（澳門）有限公司,"高等教育,廣東話良好;普通話良好;英語良好",12年相關工作經驗;專業資格:通訊專科,"統籌各團隊(無線網絡規劃,基站維護,運營和基站安裝),保證客戶的移動網絡日常運作,以符合服務水平協議."
管理人員,酒店,行政專職管家,"$45,000-$70,000/按月",澳門瑞吉酒店,"高等教育,廣東話一般;普通話一般;英語良好",8年相關工作經驗,• 管理專職管家部整體的日常運作，確保部門的運作暢順； • 為專職管家部制定及嚴格執行各項工作指引及服務流程； • 監督專職管家部給予客人的服務質素，需根據客人的意見回饋進行分析，持續優化品牌服務標準，以為客人提供更卓越之獨有個人化住房體驗為目標； • 負責專職管家部的人員招聘、工作時間表編排、工作評估等，以保持部門運作順利； • 與酒店內各相關部門建立良好溝通和合作關係； • 籌劃並執行部門內本地人員的專業培訓及晉升計劃，持續提升專業知識及技能； • 需執行其他同類職務及協調其他工作人員。
管理人員,餐飲,業務發展經理,"$45,000-$50,000/按月",日美食品貿易有限公司,"高等教育,工商管理及相關學歷,廣東話良好;普通話一般;英語一般;其他語言:日語",10年相關工作經驗,"負責處理日常營運業務, 開拓市場, 定下銷售、推廣、分析數據及規劃未來方針"
管理人員,酒店,悠閒旅遊銷售助理總監,"$45,000-$70,000/按月",澳門喜來登大酒店,"高等教育,廣東話良好;普通話良好;英語一般",5年相關工作經驗;專業資格:具出境旅遊行業專業知識；能獨立策劃和執行酒店的營銷目標及行動方案；能分析並提供準確的營銷預算及策略,• 協助悠閒旅遊銷售總監制訂銷售市場的預算方案、政策及計劃； • 能適時為酒店推出具商機的銷售產品； • 高效管理客戶關係，與本地及國際市場的客戶保持密切聯繫並推銷酒店； • 負責實現酒店的客房、餐飲、會議展覽等的銷售目標； • 指導及協助本地銷售人員開拓客戶銷售網絡，向本地人員提供銷售技巧及知識的專業培訓； • 需執行其他同類職務及協調其他工作人員。
管理人員,顧問公司,GROUP STATION MANAGER,"$45,000-$96,000/按月",MTR RAILWAY OPERATIONS (MACAU) COMPANY LIMITED,"高等教育,University Degree or Chartered member of MCILT or equivalent,廣東話良好;普通話一般;英語良好",8年相關工作經驗;專業資格:Completed functional training course of group station manager and be qualified,"Report to the Head of LR Operation, direct & manage operations of station groups to ensure optimized utilization of human resources to provide safe, efficient & effective customer services at stations."
管理人員,保險,總經理,"$45,000-$100,000/按月",中國太平人壽保險（澳門）股份有限公司,"高等教育,廣東話一般;普通話一般;英語一般",10年相關工作經驗,1.主持公司的經營管理工作，組織實施董事會決議； 2.組織實施公司年度經營計劃和投資方案； 3.擬訂公司內部管理機構； 4.擬訂公司的基本管理制度； 5.制定公司的具體規章； 6.執行公司章程和董事會授予的其他職權。
